"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anonymous","Germany","Solo traveller","8.8","Fabulous","28 February 2014","Good location, excellent breakfast, friendly staff","Very expensive Wi-Fi access for your own computer","","Gute Lage, hervorragendes Frühstück, freundliches personal","Sehr teurer WLAN-Zugang für eigenen Rechner","",
"Anonymous","Germany","Solo traveller","9.6","Exceptional","28 February 2014","Great value for money!","The Departure from the hotel parking deck is a killer rims.","","Großartiges Preis-Leistungsverhältnis!","Die Abfahrt vom Hotelparkdeck ist ein Felgenkiller.","",
"Anonymous","Germany","Family","9.2","Superb","27 February 2014","very friendly and helpful staff, U-Bahn station just around the corner, quiet room (to the rear), rich and varied breakfast,","Environment is not very nice","","sehr freundliches und hilfsbereites Personal, U-Bahnhaltestelle gleich in der Nähe, ruhiges Zimmer ( nach hinten), reichhaltiges und vielseitiges Frühstück,","Umgebung ist nicht besonders schön","",
"Anonymous","Germany","Couple","8.3","Very good","27 February 2014","Everything good","","","Alles gut","","",
"Anonymous","Germany","Couple","7.9","Good","26 February 2014","","The double bed ... There were two mattresses next to each other are constantly slipping","","","Das Doppelbett... Es wurden 2 Matratzen nebeneinander gelegt die andauernd verrutscht sind","",
"Anonymous","Russia","Couple","9.2","Superb","23 February 2014","The hotel seemed very nice: friendly staff, quite a stylish design, simple and tasteful. The room was cozy, all clean and tidy. The bathroom has a shower gel, shampoo, hair dryer, even cap and scrunchy :) The hotel is quiet, our windows looked out on a quiet street, the subway in three minutes.Wi-fi, of course, expensive - 12 euros, we did not use, but on the first floor there are 2 companies - we used a couple of times - it is free, it is also very convenient. In general, the only positive impressions.","In mid-February after a shower in the room cool (although for health - the very fact :)).","","Отель показался очень хорошим: приветливый персонал, довольно стильный дизайн, все просто и со вкусом. Номер был уютный, все чистенько и опрятно. В ванной есть гель, шампунь, фен, даже шапочка и резинка для волос:) В отеле тихо, наши окна выходили на спокойную улочку, метро в трех минутах. Wi-fi, конечно, дорогой - 12 евро, мы не пользовались, но на первом этаже есть 2 компа - мы пользовались пару раз - бесплатно, что тоже очень удобно. В общем, впечатления только положительные.","В середине февраля после душа в комнате прохладно (хотя для здоровья - само то:)).","",
"Anonymous","Germany","Solo traveller","8.3","Very good","23 February 2014","Nice, friendly staff; good breakfast; everything easily and quickly","","","Nettes, freundliches Personal; gutes Frühstück; alles unkompliziert und schnell","","",
"Anonymous","Germany","Couple","7.9","Good","23 February 2014","","When arriving very unfriendly staff at the reception, you should have made hand! subsequent occupation far better!","","","Beim Ankommen sehr unfreundlicher Empfang an der Rezeption, man hätte Kehrt machen sollen! spätere Besetzungen weit besser!","",
"Anonymous","Germany","Group of friends","7.9","Good","22 February 2014","very good transport links","very expensive wireless","","sehr gute Verkehrsanbindung","sehr teures W-Lan","",
"Anonymous","Germany","Solo traveller","8.3","Very good","22 February 2014","","nothing","","","nichts","",
"Anonymous","Netherlands","Couple","7.9","Good","22 February 2014","Great hotel with public transportation within walking distance.","","","Prima hotel met openbaar vervoer op loopafstand.","","",
"Anonymous","Netherlands","Group of friends","10","Exceptional","22 February 2014","Very friendly and helpful staff","Actually nothing","","Zeer vriendelijk en behulpzaam personeel","Eigenlijk niets","",
"Anonymous","Germany","Couple","7.5","Good","20 February 2014","Everything Good","","","Alles Gut","","",
"Anonymous","Italy","Couple","8.3","Very good","18 February 2014","The location.
We recommend you book accommodation only, without breakfast, because it is definitely expensive and in front of the hotel there is a bar-pastry great !!!!","","","La posizione.
Consigliamo di prenotare solo il pernottamento senza colazione, dato che é decisamente cara e di fronte all'hotel c'è un bar-pasticceria ottimo!!!!","","",
"Anonymous","Portugal","Couple","7.5","Good","18 February 2014","Good location, comfortable, quality / very good price. We liked the hotel enough!
we recommend","Should provide access to the internet without cost","","Boa localização, confortável,qualidade/preço muito bom. Gostámos bastante do hotel!
recomendamos","Deviam disponibilizar o acesso à internet sem custos","",
"Anonymous","Germany","Couple","9.6","Exceptional","17 February 2014","The gentleman at the front desk was extremely nice and friendly :)","","","Der Herr an der Rezeption war ungemein nett und freundlich :)","","",
"Anonymous","Turkey","Solo traveller","4.6","Disappointing","17 February 2014","Location","Staff
Lifts","","Konum","Personel
Asansörler","",
"Anonymous","Hungary","Solo traveller","8.8","Fabulous","16 February 2014","Very well built, spacious, clean and comfortable. Good links to the city and to the airport Tegel.","Due to the hallway noise was not waking up too early!","","Nagyon praktikusan kialakított, tágas, tiszta, kényelmes. Jó közlekedés a város és a Tegel repülőtér felé.","A folyosói zajok miatt túl korán kellett ébrednem!","",
"Anonymous","Austria","Couple","10","Exceptional","14 February 2014","Under request even check five hours previously possible - great service. Everything totally uncomplicated. Rooms were very nice even on the 5th floor with views, very clean. TOP for this price!","","","Nach Anfrage war sogar Einchecken 5 Stunden früher möglich - super Service. Alles total unkompliziert. Zimmer sehr schön im 5.Stock sogar mit Aussicht, sehr sauber. TOP für diesen Preis!","","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","13 February 2014","Very close to the subway","","","Very close to the subway","","",
"Anonymous","Germany","Couple","7.5","Good","13 February 2014","reliable quality, good price-performance ratio","","","verlässliche Qualität, gutes Preis-Leistungsverhältnis","","",
"Anonymous","Germany","Solo traveller","9.2","Superb","4 February 2014","It was everything was perfect. We feel almost like home!","","","Es war alles Bestens. Wir fühlen uns schon fast wie zu Hause!","","",
"Anonymous","Germany","Couple","8.3","Very good","4 February 2014","The breakfast was great.","Lots of dust on the toilet walls. Shower stall was leaking.","","Das Frühstück war super.","Viel Staub an den Toilettenwänden. Duschkabine war undicht.","",
"Anonymous","Germany","Couple","9.6","Exceptional","4 February 2014","The room is very functional, kettle, teas and coffee in the room. Bequime beds. Rest.
Klimeranlage functional and quiet.
Clean.","Parking € 15 in 24 hours.","","Das Zimmer ist sehr funktionell eingerichtet, Wasserkocher, verschiedene Teesorten und Kaffee im Zimmer. Bequime Betten. Ruhe.
Klimeranlage funktionell und leise.
Sauber.","Parkmöglichkeit 15€ in 24 Std.","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","4 February 2014","Friendliness, cleanliness, value for money","Mattresses and bedding a bit uncomfortable.","","Freundlichkeit, Sauberkeit, Preis-Leistungs-Verhältnis","Matratzen und Bettzeug etwas unkomfortabel.","",
"Anonymous","Finland","Couple","9.2","Superb","31 January 2014","Good location. Close to U-bahn station and the airport bus stops close to the hotel. Great shopping and good shopping nearby, as well as a lot of places to eat. The hotel breakfast is good.","","","Hyvä sijainti. Lähellä U-bahn asema ja lentokenttäbussilla pääsee lähelle hotellia. Iso kauppakeskus ja muut hyvät ostosmahdollisuudet lähellä sekä paljon ruokapaikkoja. Hotellin aamiainen hyvä.","","",
"Anonymous","Switzerland","Solo traveller","7.9","Good","31 January 2014","Simplicity, metro access, price.","","","La simplicité,l'accès au métro, le prix.","","",
"Anonymous","Spain","Solo traveller","7.5","Good","31 January 2014","The extensive breakfast buffet!
Spacious lit rooms!
On a busy street, but no street noise!
Walking distance to metro!
Bus stop to airport at 100m!
Very friendly staff!
Free safe in room!","An open bathroom ... 1 bedroom unit with!
The heating is too weak for the cold days in Berlin!
Noticed that there are personal issues disappeared in the room! Including a USB stick! Not so pleasant!
Wifi not free and then also incredibly duur..in reception or to use two computers for free but were constantly busy!","","het ontbijtbuffet uitgebreid!
Ruime verlichte kamers!
Aan een drukke straat,maar geen straatlawaai!
Op loopafstand naar metro!
Bushalte naar luchthaven op 100m!
Heel vriendelijk personeel!
Gratis safe op kamer!","Een open badkamer...1 geheel met slaapkamer!
De verwarming te zwak voor de koude dagen  in Berlijn!
Merkte dat er persoonlijke zaken verdwenen op de kamer !oa een USB stick!Niet zo aangenaam!
Wifi niet gratis en dan ook nog ongelooflijk duur..in de receptie wel 2 computers gratis te gebruiken,maar waren constant bezet!","",
"Anonymous","Germany","Couple","7.5","Good","31 January 2014","Central location everything is within walking
areall with metro and bus
Rooms in a quiet location
Good care
Polite staff","Parkplatz -Not","","Zentrale Lage alles ist zu Fuß
mit u-Bahn und Bus zuerreichen
Zimmer in ruhiger Lage
Gute betreuung
Höfliches Personal","Parkplatz -Not","",
"Anonymous","Germany","Couple","8.3","Very good","28 January 2014","","Missing slots in the sink for culture bags","","","Ablagefächer beim Waschbecken für kulturtaschen fehlten","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","27 January 2014","very friendly staff, good service, attractive, good breakfast buffet","","","sehr freundliches Personal, guter Service, ansprechendes, gutes Frühstücksbüfett","","",
"Anonymous","Germany","Solo traveller","7.5","Good","24 January 2014","courteous staff at the breakfast service","Rudeness at check and the & quot; trial & quot; to get to the hotel parking lot a parking space","","zuvorkommendes Personal beim Frühstücksservice","Unfreundlichkeit beim Einchecken sowie dem "Versuch" auf dem Hotelparkplatz einen Stellplatz zu erhalten","",
"Anonymous","Germany","Couple","7.9","Good","23 January 2014","Früchstück","","","Früchstück","","",
"Anonymous","Germany","Couple","8.3","Very good","21 January 2014","","to small 140cm Dopelbett","","","zu kleines Dopelbett 140cm","",
"Anonymous","Germany","Group of friends","9.2","Superb","21 January 2014","Staff was so helpful and very nice. Hotel rooms very nicely decorated. Everything you could need, even a kettle with tea. The bathroom without mold with a hair dryer and heat lamp.
Wilmersdorferstraße (supermarket) and U - Bahn very close and central - yet very quiet rooms. The value for money is totally ok. We did not have breakfast - baker across the street.","The carpet was clean but did not look so great.
The room could have been slightly larger (Nevertheless quite sufficient !! for two people)
The deduction in the bathroom funk oriented not so good direction. Had to ventilate the room.","","Personal war bemüht und sehr nett. Hotelzimmer sehr schön eingerichtet. Alles da was man braucht, sogar ein Wasserkocher mit Tee. Das Badezimmer ohne Schimmel mit Fön und Wärmelampe.
Wilmersdorfer Straße (Einkaufsmöglichkeit) und U - Bahn sehr nah und Zentral - trotzdem sehr ruhige Zimmer. Das Preis- Leistungs-Verhältnis ist völlig ok. Wir hatten kein Frühstück - Bäcker gleich gegenüber.","Der Teppich war sauber, sah aber nicht mehr so toll aus.
Das Zimmer hätte etwas größer sein können (Trotzdem für zwei Personen völlig ausreichend!!)
Der Abzug im Badezimmer funktierte nicht so richtung gut. Mussten ins Zimmer lüften.","",
