"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anonymous","Netherlands","","7.9","Good","7 September 2013","It was a great hotel in a nice location near the Kurfurstendamm","","","Het was een prima hotel op een fijne locatie vlak bij de Kurfurstendamm","","",
"Anonymous","Spain","","10","Exceptional","3 September 2013","All in all, room, location.","In our case it was not including breakfast cost 15 euros per person, probably overkill, but in the area had many bakeries.","","Todo en general, habitación, ubicación.","En nuestro caso no estaba incluido el desayuno y costaba 15 euros por persona, algo excesivo, sin embargo en la zona había muchas panaderías.","",
"Anonymous","Germany","","9.2","Superb","1 September 2013","Very friendly welcome.
Unprompted immediately Schlüsselkarten.Zimmer 2 in the 7th floor, very quiet after the courtyards, magnificent views over the Dächer.Kleines perfect in every room
good bed with white bed linen
zeug.Alles very clean.
Shower without barrier, Rain-
shower.Alles perfectly.","Breakfast was us 15 EUR / person too expensive.","","Sehr freundlicher Empfang.
Unaufgefordert sofort 2 Schlüsselkarten.Zimmer in der 7.Etage,sehr ruhig nach den Innenhöfen,herrlicher Blick über die Dächer.Kleines gut ausgestattes Zimmer mit
gutem Bett mit weissem Bett-
zeug.Alles sehr sauber.
Dusche ohne Barriere,Rain-
shower.Alles tadellos.","Frühstück war uns mit 15 EUR/Person zu teuer.","",
"Anonymous","Germany","","6.7","Pleasant","30 August 2013","Reception staff was very friendly","Room already very worn, musty smell in the bathroom - actually already in need of renovation.","","Personal an der Rezeption war sehr freundlich","Zimmer bereits sehr verwohnt, modriger Geruch im Bad - eigentlich schon renovierungsbedürftig.","",
"Anonymous","Germany","","6.3","Pleasant","26 August 2013","Good location","Parking fees and breakfast too expensive","","Gute Lage","Parkgebühren und Frühstück zu teuer","",
"Anonymous","Netherlands","Couple","7.9","Good","22 August 2013","A nice aparthotel. Comfortable beds and bathroom. Good location.","Nothing.","","Een leuk, apart hotel. Fijne bedden en badkamer. Goede locatie.","Niets.","",
"Anonymous","Spain","Family","7.5","Good","20 August 2013","","My daughter's room was tiny, the shower lacked shower.","","","la habitacion de mis hijas era muy pequeÑA,  la ducha carecia de plato de ducha.","",
"Anonymous","Italy","Couple","9.6","Exceptional","18 August 2013","interior design
Rooms always clean
free wifi
great cocktails","","","interior design
camere sempre pulite
wifi gratis
cocktails ottimi","","",
"Anonymous","Spain","Couple","7.1","Good","14 August 2013","Value pretty well !!
The comfortable bed.
Located near public transportation.","The little room spacious small.","","Calidad precio bastante bien!!
La cama cómoda.
Situado cerca de transporte público.","La habitación poco espaciosa, pequeña.","",
"Anonymous","Germany","Family","7.9","Good","13 August 2013","nice hotel, great location, nice and helpful staff","","","schönes Hotel, super Lage, nettes und hilfsbereites Personal","","",
"Anonymous","Netherlands","Couple","7.9","Good","12 August 2013","On inquiring into another room immediately be upheld. (1st was not really clean).","Hair-dryer explodes / power outages and breakfast too expensive.","","Bij navraag naar een andere kamer meteen gehonoreerd.(1ste was echt niet schoon).","Haarfohn ontploft/stroomuitval en ontbijt veel te duur.","",
"Anonymous","Germany","Couple","4.6","Disappointing","7 October 2014","","","","","","",
"Anonymous","Russia","Group of friends","7.5","Good","7 October 2014","","","","","","",
"Anonymous","Spain","Solo traveller","10","Exceptional","7 October 2014","","","","","","",
"Anonymous","Germany","Solo traveller","7.5","Good","5 October 2014","","","","","","",
"Anonymous","Netherlands","Solo traveller","6.3","Pleasant","29 September 2014","","","","","","",
"Anonymous","Germany","Family","7.9","Good","26 September 2014","","","","","","",
"Anonymous","Germany","Couple","5.8","Okay","24 September 2014","","","","","","",
"Anonymous","Germany","Solo traveller","4.2","Disappointing","18 September 2014","","","","","","",
"Anonymous","Germany","Solo traveller","7.5","Good","9 September 2014","","","","","","",
"Anonymous","Germany","Solo traveller","5.4","Passable","9 September 2014","","","","","","",
"Anonymous","Germany","Couple","9.6","Exceptional","3 September 2014","","","","","","",
"Anonymous","Poland","Group of friends","10","Exceptional","2 September 2014","","","","","","",
"Anonymous","Germany","Group of friends","9.2","Superb","31 August 2014","","","","","","",
"Anonymous","Switzerland","Solo traveller","9.2","Superb","21 August 2014","","","","","","",
"Anonymous","Germany","Family","8.8","Fabulous","21 August 2014","","","","","","",
"Anonymous","Italy","Couple","7.9","Good","18 August 2014","","","","","","",
"Anonymous","Germany","Couple","6.7","Pleasant","16 August 2014","","","","","","",
"Anonymous","Sweden","Couple","4.2","Disappointing","5 August 2014","","","","","","",
"Anonymous","Germany","Group of friends","7.9","Good","2 August 2014","","","","","","",
"Anonymous","Italy","Group of friends","7.1","Good","1 August 2014","","","","","","",
"Anonymous","Germany","Solo traveller","5.4","Passable","31 July 2014","","","","","","",
"Anonymous","Turkey","Couple","8.3","Very good","31 July 2014","","","","","","",
"Anonymous","Switzerland","Group of friends","5.8","Okay","22 July 2014","","","","","","",
"Anonymous","Austria","Group of friends","6.7","Pleasant","22 July 2014","","","","","","",
"Anonymous","Germany","Family","7.5","Good","17 July 2014","","","","","","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","14 July 2014","","","","","","",
"Anonymous","Poland","Solo traveller","4.6","Disappointing","12 July 2014","","","","","","",
"Anonymous","Germany","Couple","8.8","Fabulous","7 July 2014","","","","","","",
"Anonymous","Germany","Couple","7.5","Good","29 June 2014","","","","","","",
"Anonymous","Sweden","Couple","10","Exceptional","24 June 2014","","","","","","",
"Anonymous","Germany","Couple","7.1","Good","21 June 2014","","","","","","",
"Anonymous","Germany","Family","5.8","Okay","17 June 2014","","","","","","",
"Anonymous","Turkey","Solo traveller","9.2","Superb","17 June 2014","","","","","","",
"Anonymous","Luxembourg","Group of friends","7.9","Good","13 June 2014","","","","","","",
"Anonymous","Sweden","Group of friends","7.9","Good","11 June 2014","","","","","","",
"Anonymous","Germany","Group of friends","7.5","Good","10 June 2014","","","","","","",
"Anonymous","Netherlands","Solo traveller","7.5","Good","3 June 2014","","","","","","",
"Anonymous","Germany","Couple","10","Exceptional","2 June 2014","","","","","","",
"Anonymous","Turkey","Couple","7.9","Good","27 May 2014","","","","","","",
"Anonymous","Germany","Solo traveller","9.6","Exceptional","20 May 2014","","","","","","",
"Anonymous","Finland","Couple","8.3","Very good","16 May 2014","","","","","","",
"Anonymous","Germany","Couple","7.5","Good","14 May 2014","","","","","","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","12 May 2014","","","","","","",
"Anonymous","Mexico","Couple","10","Exceptional","5 May 2014","","","","","","",
"Anonymous","Denmark","Group of friends","7.1","Good","1 May 2014","","","","","","",
"Anonymous","Taiwan","Family","7.5","Good","28 April 2014","","","","","","",
"Anonymous","France","Couple","7.9","Good","22 April 2014","","","","","","",
"Anonymous","Italy","Group of friends","7.5","Good","19 April 2014","","","","","","",
"Anonymous","Poland","Couple","10","Exceptional","6 April 2014","","","","","","",
"Anonymous","Germany","Couple","7.1","Good","25 March 2014","","","","","","",
"Anonymous","Germany","Couple","5.8","Okay","21 March 2014","","","","","","",
"Anonymous","Germany","Solo traveller","10","Exceptional","17 March 2014","","","","","","",
"Anonymous","Germany","Couple","9.2","Superb","8 March 2014","","","","","","",
"Anonymous","Netherlands","Solo traveller","8.3","Very good","21 February 2014","","","","","","",
"Anonymous","Germany","Couple","9.2","Superb","27 January 2014","","","","","","",
"Anonymous","Germany","Family","10","Exceptional","7 January 2014","","","","","","",
"Anonymous","Germany","Couple","6.3","Pleasant","4 January 2014","","","","","","",
"Anonymous","Germany","Couple","7.9","Good","4 January 2014","","","","","","",
"Anonymous","Germany","Couple","8.3","Very good","9 December 2013","","","","","","",
"Anonymous","Germany","Couple","8.3","Very good","1 December 2013","","","","","","",
"Anonymous","France","Family","9.2","Superb","13 November 2013","","","","","","",
"Anonymous","Germany","Couple","7.1","Good","13 November 2013","","","","","","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","7 November 2013","","","","","","",
"Anonymous","Germany","Solo traveller","7.9","Good","5 November 2013","","","","","","",
"Anonymous","Germany","Family","9.2","Superb","2 November 2013","","","","","","",
"Anonymous","Germany","Couple","7.5","Good","20 October 2013","","","","","","",
"Anonymous","Switzerland","Couple","7.9","Good","10 October 2013","","","","","","",
"Anonymous","Germany","Group of friends","7.9","Good","10 October 2013","","","","","","",
"Anonymous","Germany","Couple","8.8","Fabulous","26 September 2013","","","","","","",
"Anonymous","Italy","Couple","7.9","Good","24 September 2013","","","","","","",
"Anonymous","Germany","Couple","8.3","Very good","18 September 2013","","","","","","",
"Anonymous","Spain","Group of friends","7.5","Good","8 September 2013","","","","","","",
"Anonymous","Germany","Group of friends","10","Exceptional","5 September 2013","","","","","","",
"Anonymous","Italy","Group of friends","7.5","Good","30 August 2013","","","","","","",
"Anonymous","Germany","Solo traveller","9.6","Exceptional","27 August 2013","","","","","","",
