"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anonymous","Italy","Couple","8","Very good","2 September 2014","","","","","","",
"Anonymous","France","Solo traveller","5.8","Okay","30 August 2014","","","","","","",
"Anonymous","Russia","Solo traveller","6.7","Pleasant","26 August 2014","","","","","","",
"Anonymous","Germany","Solo traveller","6.7","Pleasant","21 August 2014","","","","","","",
"Anonymous","Germany","Family","7.9","Good","21 August 2014","","","","","","",
"Anonymous","Germany","Couple","7.9","Good","21 August 2014","","","","","","",
"Anonymous","Austria","Couple","7.9","Good","21 August 2014","","","","","","",
"Anonymous","Germany","Couple","5.4","Passable","18 August 2014","","","","","","",
"Anonymous","Germany","Family","8.3","Very good","17 August 2014","","","","","","",
"Anonymous","Italy","Couple","9.6","Exceptional","29 July 2014","","","","","","",
"Anonymous","Spain","Couple","8.8","Fabulous","22 July 2014","","","","","","",
"Anonymous","Germany","Group of friends","9.2","Superb","20 July 2014","","","","","","",
"Anonymous","Russia","Solo traveller","6.7","Pleasant","17 July 2014","","","","","","",
"Anonymous","Brazil","Solo traveller","7.5","Good","16 July 2014","","","","","","",
"Anonymous","Germany","Group of friends","7.5","Good","10 July 2014","","","","","","",
"Anonymous","Switzerland","Group of friends","7.1","Good","3 July 2014","","","","","","",
"Anonymous","Poland","Couple","7.1","Good","3 July 2014","","","","","","",
"Anonymous","Germany","Couple","7.9","Good","1 July 2014","","","","","","",
"Anonymous","Indonesia","Solo traveller","5.8","Okay","29 June 2014","","","","","","",
"Anonymous","Austria","Family","8.8","Fabulous","24 June 2014","","","","","","",
"Anonymous","Russia","Solo traveller","10","Exceptional","21 June 2014","","","","","","",
"Anonymous","Netherlands","Couple","7.9","Good","17 June 2014","","","","","","",
"Anonymous","Germany","Solo traveller","7.5","Good","15 June 2014","","","","","","",
"Anonymous","Hungary","Group of friends","7.9","Good","10 June 2014","","","","","","",
"Anonymous","Belarus","Solo traveller","8.3","Very good","8 June 2014","","","","","","",
"Anonymous","Austria","Group of friends","10","Exceptional","3 June 2014","","","","","","",
"Anonymous","Germany","Solo traveller","5","Passable","1 June 2014","","","","","","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","27 May 2014","","","","","","",
"Anonymous","Germany","Couple","7.1","Good","26 May 2014","","","","","","",
"Anonymous","Italy","Couple","9.6","Exceptional","18 May 2014","","","","","","",
"Anonymous","Netherlands","Couple","7.9","Good","14 May 2014","","","","","","",
"Anonymous","Austria","Solo traveller","7.1","Good","11 May 2014","","","","","","",
"Anonymous","Montenegro","Solo traveller","7.9","Good","10 May 2014","","","","","","",
"Anonymous","Italy","Couple","7.1","Good","6 May 2014","","","","","","",
"Anonymous","Russia","Couple","8.8","Fabulous","5 May 2014","","","","","","",
"Anonymous","Slovenia","Couple","5","Passable","4 May 2014","","","","","","",
"Anonymous","Germany","Couple","8.3","Very good","2 May 2014","","","","","","",
"Anonymous","Sweden","Solo traveller","8.3","Very good","1 May 2014","","","","","","",
"Anonymous","Czech Republic","Solo traveller","7.5","Good","1 May 2014","","","","","","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","29 April 2014","","","","","","",
"Anonymous","Germany","Couple","7.5","Good","22 April 2014","","","","","","",
"Anonymous","Austria","Couple","8.8","Fabulous","21 April 2014","","","","","","",
"Anonymous","Denmark","Family","7.1","Good","17 April 2014","","","","","","",
"Anonymous","Germany","Solo traveller","5.8","Okay","16 April 2014","","","","","","",
"Anonymous","Germany","Couple","8.3","Very good","15 April 2014","","","","","","",
"Anonymous","Luxembourg","Couple","8.3","Very good","14 April 2014","","","","","","",
"Anonymous","Germany","Solo traveller","9.6","Exceptional","8 April 2014","","","","","","",
"Anonymous","Argentina","Solo traveller","7.5","Good","8 April 2014","","","","","","",
"Anonymous","Brazil","Solo traveller","9.2","Superb","8 April 2014","","","","","","",
"Anonymous","Estonia","Solo traveller","9.2","Superb","6 April 2014","","","","","","",
"Anonymous","Germany","Solo traveller","7.1","Good","2 April 2014","","","","","","",
"Anonymous","Estonia","Solo traveller","8.3","Very good","29 March 2014","","","","","","",
"Anonymous","Germany","Couple","7.9","Good","27 March 2014","","","","","","",
"Anonymous","Germany","Couple","8.3","Very good","25 March 2014","","","","","","",
"Anonymous","Austria","Couple","6.3","Pleasant","25 March 2014","","","","","","",
"Anonymous","Spain","Solo traveller","9.6","Exceptional","24 March 2014","","","","","","",
"Anonymous","Lithuania","Group of friends","7.1","Good","21 March 2014","","","","","","",
"Anonymous","Netherlands","Solo traveller","7.1","Good","18 March 2014","","","","","","",
"Anonymous","Germany","Solo traveller","8.3","Very good","14 March 2014","","","","","","",
"Anonymous","Germany","Solo traveller","10","Exceptional","13 March 2014","","","","","","",
"Anonymous","Germany","Couple","7.9","Good","13 March 2014","","","","","","",
"Anonymous","Greece","Solo traveller","5.4","Passable","12 March 2014","","","","","","",
"Anonymous","Slovenia","Solo traveller","8.3","Very good","12 March 2014","","","","","","",
"Anonymous","Greece","Solo traveller","7.5","Good","12 March 2014","","","","","","",
"Anonymous","Germany","Couple","7.1","Good","11 March 2014","","","","","","",
"Anonymous","Netherlands","Solo traveller","5.8","Okay","11 March 2014","","","","","","",
"Anonymous","Portugal","Solo traveller","7.5","Good","10 March 2014","","","","","","",
"Anonymous","Germany","Solo traveller","4.2","Disappointing","7 March 2014","","","","","","",
"Anonymous","Germany","Solo traveller","7.1","Good","3 March 2014","","","","","","",
"Anonymous","Germany","Couple","8.3","Very good","28 February 2014","","","","","","",
"Anonymous","Italy","Group of friends","7.5","Good","27 February 2014","","","","","","",
"Anonymous","France","Couple","8.3","Very good","25 February 2014","","","","","","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","21 February 2014","","","","","","",
"Anonymous","Italy","Couple","5.8","Okay","15 February 2014","","","","","","",
"Anonymous","Chile","Group of friends","6.5","Pleasant","14 February 2014","","","","","","",
"Anonymous","Italy","Solo traveller","7.5","Good","9 February 2014","","","","","","",
"Anonymous","Sweden","","7.5","Good","3 February 2014","","","","","","",
"Anonymous","Denmark","","5.4","Passable","28 January 2014","","","","","","",
"Anonymous","Czech Republic","","9.2","Superb","21 January 2014","","","","","","",
"Anonymous","Germany","","9.2","Superb","17 January 2014","","","","","","",
"Anonymous","Germany","","6.3","Pleasant","7 January 2014","","","","","","",
"Anonymous","Germany","","8.3","Very good","6 January 2014","","","","","","",
"Anonymous","Italy","","6.7","Pleasant","4 January 2014","","","","","","",
"Anonymous","Denmark","","7.9","Good","3 January 2014","","","","","","",
"Anonymous","Austria","","9.2","Superb","2 January 2014","","","","","","",
"Anonymous","Germany","","8.3","Very good","19 December 2013","","","","","","",
"Anonymous","Germany","","8.3","Very good","17 December 2013","","","","","","",
"Anonymous","Germany","","6.7","Pleasant","16 December 2013","","","","","","",
"Anonymous","Germany","","9.2","Superb","6 December 2013","","","","","","",
"Anonymous","Germany","","8.8","Fabulous","3 December 2013","","","","","","",
"Anonymous","Turkey","","8.3","Very good","24 November 2013","","","","","","",
"Anonymous","Germany","","7.9","Good","17 November 2013","","","","","","",
"Anonymous","Germany","","10","Exceptional","11 November 2013","","","","","","",
"Anonymous","Germany","","8.8","Fabulous","10 November 2013","","","","","","",
"Anonymous","Germany","","10","Exceptional","4 November 2013","","","","","","",
"Anonymous","France","","9.2","Superb","28 October 2013","","","","","","",
"Anonymous","Switzerland","","7.5","Good","19 October 2013","","","","","","",
"Anonymous","Germany","","7.9","Good","14 October 2013","","","","","","",
"Anonymous","Italy","","7.5","Good","10 October 2013","","","","","","",
"Anonymous","Italy","","7.9","Good","5 October 2013","","","","","","",
"Anonymous","Italy","","5","Passable","1 October 2013","","","","","","",
"Anonymous","Germany","","9.2","Superb","27 September 2013","","","","","","",
