"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anonymous","Spain","Group of friends","7.9","Good","8 October 2013","The impeccable service and good value for money","","","El servicio impecable y buena relacion calidad precio","","",
"Anonymous","France","Couple","7.5","Good","8 October 2013","location, comfortable room, breakfast","wifi ds paying room, failure to appreciate use a discount for long stay !!!","","l emplacement,confort de la chambre, le petit dejeuner","le wi-fi ds la chambre payant ,le fait de ne pas beneficier d une reduction pour long sejour !!!","",
"Anonymous","Germany","Couple","8.3","Very good","6 October 2013","Cleanliness, sanitation","slightly bleak
expensive breakfast","","Sauberkeit, sanitäre Anlagen","etwas düster
teures Frühstück","",
"Anonymous","Germany","Couple","6.7","Pleasant","2 October 2013","Location
Breakfast","Staff
Massenbetreib","","Lage
Frühstück","Personal
Massenbetreib","",
"Anonymous","Italy","Group of friends","6.7","Pleasant","26 September 2013","Silent operation and cleaning","room size, lack of bidets.","","Silenziosità e pulizia","dimensioni della camera, mancanza del bidet.","",
"Anonymous","Germany","Solo traveller","7.5","Good","26 September 2013","Kettle in the room;
Gym","","","Wasserkocher im Zimmer;
Fitnessbereich","","",
"Anonymous","Belgium","Couple","8.3","Very good","25 September 2013","Very quiet rooms, even though they are along a busy road. Very well served by public transport","The staff had no eye for during breakfast service. There was no coffee brought to some tables, other are clear.
The day we had to check out the cleaning crew came into our room at 07.30! (Check-out time until 12:00 pm)","","Heel rustige kamers, ook al zijn ze langs een drukke baan. Heel goed bereikbaar met openbaar vervoer","Het personeel had tijdens het ontbijt geen oog voor service. Er werd geen koffie gebracht naar sommige tafels, naar andere dan weer wel. 
De dag dat we uit moesten checken kwam de schoonmaakploeg onze kamer binnen om 07u30! (Uitchecken kan tot 12u00)","",
"Anonymous","Switzerland","Couple","9.6","Exceptional","24 September 2013","Reception, breakfast and cleanliness","Carpet in the room and rather small room.","","Empfang, Frühstück und die Sauberkeit","Teppich im Zimmer und eher kleine Zimmer.","",
"Anonymous","Germany","Solo traveller","4.6","Disappointing","20 September 2013","It is easy on Alex.","Wi-Fi costs 5 EUR now. This is for a 4-star hotel no longer appropriate, give as small pensions that now. The indication in the hotel description unfortunately there is not very clear.
The cleaning staff knocked and came already at 8 clock in the room and wanted to clean - obviously lack of communication between reception and cleaning.
The wall next to the bed in room 234 was dirty / worn completely off.
In the shower there is no shower gel dispenser.","","Man ist schnell am Alex.","WLAN kostet 5 EUR extra. Das ist bei einem 4-Sterne-Hotel nicht mehr zeitgemäß, da kleine Pensionen das gratis geben. Die Angabe in der Hotelbeschreibung ist da leider nicht sehr klar.
Das Reinigungspersonal klopfte und kam bereits um 8 Uhr ins Zimmer und wollte reinigen - offensichtlich fehlende Kommunikation zwischen Rezeption und Reinigung.
Die Wand neben dem Bett im Zimmer 234 war dreckig / komplett abgenutzt.
In der Dusche gibt es keinen Duschgel-Spender.","",
"Anonymous","Switzerland","Solo traveller","8.8","Fabulous","18 September 2013","Everything was good until the Pan / shower solution.","It should someone three days after another in this
Variant Room 529 shower
and the shower clean.
I recommend the times run the architects and the hotel management itself. There are much better technical solutions,
I had to have the need to make you a conversion proposal. The entry / exit on the slope in the bathtub to shower
is no good, an almost dangerous solution, as the rotatable partition wall is very humble and who should
in the entire rear area can brush well ???","","Alles gut, bis auch die Wannen-/Duschlösung.","Es sollte mal jemand 3 Tage hintereinander in dieser
Variante Zimmer 529 duschen
und die Dusche putzen.
Ich empfehle das dem Architekten und der Hotelleitung mal selbst auszuführen. Es gibt dort viel bessere technische Lösungen,
ich hatte das Bedürfnis Ihnen einen Umbauvorschlag machen zu müssen. Der Ein-/Ausstieg auf der Schräge in die Badewanne zum Duschen
ist keine gute , eine fast gefährliche Lösung, ebenso die drehbare Abtrennwand ist sehr bescheiden und wer soll
in dem gesamten hinteren Bereich gut putzen können ???","",
"Anonymous","Denmark","Couple","9.2","Superb","17 September 2013","Free wifi should be obvious at a 4 * hotel.
Super breakfast.
Perfect location with no traffic noise and still only 2 stops by tram - tram stops, moreover, only 100 meters from the hotel.","Bed too soft.
Despite three parking areas, there was a lack of places.","","Gratis wifi burde være en selvfølge på et 4* hotel.
Super morgenmad.
Perfekt placering uden trafikstøj og stadig kun 2 stop med sporvogn - sporvogn holder i øvrigt kun 100 meter fra hotellet.","Seng alt for blød.
På trods af 3 parkeringområder, var der mangel på pladser.","",
"Anonymous","Germany","Couple","8.3","Very good","11 September 2013","all","No criticism","","alles","Keine Kritik","",
"Anonymous","Germany","Solo traveller","6.3","Pleasant","11 September 2013","","Staff could be more friendly.
Played business friendliness is also a virtue.","","","Personal hätte etwas freundlicher sein können. 
Gespielte Geschäftsfreundlichkeit ist auch eine Tugend.","",
"Anonymous","Switzerland","Group of friends","9.2","Superb","4 September 2013","near the center
close and frequent public transport
Breakfast buffet","beds a little too soft","","proximité du centre
transports publics proches et fréquents
buffet du petit déjeuner","lits un peu trop mous","",
"Anonymous","Italy","Couple","10","Exceptional","4 September 2013","Great location, well connected.
Very pleasant stay. Recommended.
I'd definitely return","Nothing","","Ottima posizione, ben collegato. 
Soggiorno molto piacevole. Da consigliare.
Tornerei volentieri","Nulla","",
"Anonymous","Spain","Family","8.8","Fabulous","30 August 2013","Hotel location, comfort and cleanliness. Spacious room.","The explanations of receiving someone. Very little effort to communicate.","","Situación del hotel, confort y limpieza. Habitación espaciosa.","Las explicaciones de alguna  persona de recepción. Muy poco esfuerzo para comunicarse.","",
"Anonymous","Italy","Couple","7.5","Good","28 August 2013","Furnishing of the rooms, Proximity to the center and stop
buses and trams, service availability, tourist internal
hotel","Room service: to return to the room in one of the days of
stay we found our shoes & quot; sbatacchiate & quot; in
middle of the room ...","","Allestimento delle camere, prossimità al centro e alla fermata di
autobus e tram, disponibilità dell'assistenza turistica interna
all'hotel","Servizio in camera: al rientro in camera in uno dei giorni di
permanenza abbiamo trovato le nostre scarpe "sbatacchiate" in
mezzo alla stanza...","",
"Anonymous","Germany","Family","7.5","Good","27 August 2013","With early booking price / performance ratio is very good. The location is very central - 10 minutes walk to Alex.Unsere rooms were big enough for two people. For & quot; chilblains & quot; there in the bathroom if needed switchable red light bulbs!","For a 4 * hotel in the city center I would like a hotel bar, the quot weekend for one &; nightcap & quot; is more than open to 1:00 clock. For the main street it is advisable to keep the windows closed. The air conditioning system then provides fresh air and coolness - but with appropriate volume.","","Bei frühzeitiger Buchung ist das Preis/Leistungsverhältnis sehr gut. Die Lage ist sehr zentral - 10 Gehminuten zum Alex.Unsere Zimmer waren für zwei Personen ausreichend groß. Für "Frostbeulen" gibts bei Bedarf im Badezimmer zuschaltbare Rotlichtbirnen!","Bei einem 4 * Hotel in Innenstadtlage würde ich mir eine Hotelbar wünschen, die am Wochenende für einen "Absacker" länger als bis 1:00 Uhr geöffnet ist. Zur Haupt-Strassenseite empfiehlt es sich, die Fenster geschlossen zu halten. Die Klimaanlage sorgt dann für Frischluft und Kühle - allerdings bei entsprechender Lautstärke.","",
"Anonymous","Germany","Group of friends","7.5","Good","27 August 2013","The very attentive service of reception and concierge.","At our time there were three coaches there. That was on Saturday for breakfast too. It was in the breakfast room terribly restless and the staff was a little overwhelmed","","Der sehr aufmerksame Service der Rezeption und des Concierge.","Zu unserer Zeit waren 3 Reisebusse dort. Das war am Samstag zum Frühstück zuviel. Es war im Frühstücksraum fürchterlich unruhig und das Personal war ein wenig überfordert","",
"Anonymous","Denmark","Couple","8.3","Very good","27 August 2013","Very good hotel
Good buffet
Good rooms
Well furnished","Their female receptionists were not very customer friendly!
- Otherwise the rest of the staff sweet.","","Rigtig godt hotel
God buffet
Gode værelser
Godt indrettet","Deres kvindelige receptionister var ikke specielt kundevenlige!
- ellers var det øvrige personale søde.","",
"Anonymous","Italy","Couple","8.8","Fabulous","27 August 2013","Spacious room; great staff","","","Camera spaziosa; ottimo staff","","",
"Anonymous","Germany","Couple","8.3","Very good","25 August 2013","Rooms facing the street side, lateral view of the TV tower, rooms very quiet, friendly welcome","€ 18 per night! Hotel's car park","","Zimmer Richtung Straßenseite, seitlicher Blick zum Fernsehturm, Zimmer sehr ruhig, freundlicher Empfang","18€ pro Nacht! für Hotel eigenen Parkplatz","",
"Anonymous","Germany","Group of friends","7.1","Good","22 August 2013","Very nice and helpful staff. Breakfast was very tasty and a great choice.","Parking fees too expensive","","Sehr nettes und hilfsbereites Personal. Frühstück sehr lecker und eine große Auswahl.","Parkplatzgebühren zu teuer","",
"Anonymous","Germany","Couple","7.9","Good","20 August 2013","Very good location, good facilities","","","Sehr gute Lage, gute Ausstattung","","",
"Anonymous","Germany","Couple","8.8","Fabulous","20 August 2013","Very friendly staff.
Rich breakfast buffet.
Relatively good central location.
Very clean.","Much too high parking fees - in other hotels for free or cheaper.
No Sky.
W-Lan too expensive - in other hotels for free or cheaper.","","Sehr freundliches Personal.
Reichhaltiges Frühstücksbuffet.
Relativ gute zentrale Lage.
Sehr sauber.","Viel zu hohe Parkgebühren - in anderen Hotels Gratis oder billiger.
Kein Sky.
W-Lan viel zu teuer - in anderen Hotels Gratis oder billiger.","",
"Anonymous","Russia","Couple","9.2","Superb","19 August 2013","Nice, comfortable hotel. Awesome bed!","Price tag too high, in my opinion. If ordered, what advance, the better!","","Хороший, удобный отель. Потрясающая кровать!","Ценник завышен, на мой взгляд. Если заказывать, то чем заранее, тем лучше!","",
"Anonymous","Germany","Couple","8.3","Very good","17 August 2013","Super nice room in a great location!","too badly soundproofed rooms! It has te unfortunately rarely his rest because you really everything that happens outside, has exactly least noticed in the rooms. For someone with insomnia, the horror!","","Super schöne Zimmer in sehr guter Lage!","viel zu hellhörige Zimmer! Man hat te leider selten seine Ruhe weil man in den Zimmern wirklich alles, was außerhalb geschieht, genaustens mitbekommen hat. Für jemanden mit Schlafstörungen der Horror!","",
