"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anonymous","Netherlands","Family","7.5","Good","28 October 2013","Easily accessible. The rooms are nice. energy-saving measures we speak!","Windows can not open because of the train noise! To keep the room cool then it is a requirement that the air conditioning works well. The 1st night this was indeed the case and the other nights it appeared that they had turned off the air conditioning. Complain to the front desk had no effect. Moreover, the mechanical ventilation off. Reason was that would come from other guests there. Gekluidsklachten The downside of all this is that it is very stuffy in the rooms.","","Goed bereikbaar. Prima kamers. energiebesparende maatregelen spreken ons aan!","Ramen kunnen niet open vanwege het treinlawaai! Om de kamer dan koel te houden is het een vereiste dat de airco goed functioneert. De 1e nacht was dit wel het geval en de overige nachten bleek dat men de airco had uitgezet. Klagen bij de receptie had geen effect. Bovendien werd ook de mechanische ventilatie uitgezet. Reden daarvan was dat er gekluidsklachten zouden zijn van andere gasten. Nadeel van dit alles is dan dat het erg benauwd aanvoelde op de kamers.","",
"Anonymous","Italy","Couple","8.3","Very good","22 October 2013","Proximity to the line s","slightly annoying noise of the train in the early morning","","Vicinanza alla linea s","rumore del treno lievemente fastidioso di prima mattina","",
"Anonymous","Belgium","Family","7.9","Good","17 October 2013","friendly reception","noise by proximity S-bahn
limited number of places in breakfast room
action lifts","","vriendelijke ontvangst","lawaai door nabijheid S-bahn 
beperkt aantal plaatsen in ontbijtzaal
werking liften","",
"Anonymous","Germany","Couple","6.7","Pleasant","10 October 2013","Location and price-performance
best walk in shower","lack of separation WC for rooms","","Lage und Preis-Leistung
optimal begehbare Dusche","fehlende Abtrennung WC zum Zimmer","",
"Anonymous","Germany","Couple","7.1","Good","9 October 2013","Especially good we liked that the hotel is relatively central. The S-Bahn is only one street and from there you can follow through to the Alexanderplatz.","From breakfast we had for 10, - € expected more. Unhappy is the establishment regarding bathroom. Only only separated frosted glass from the room, the bathroom door is also the shower door and everything is on the toilet instead, one hears unfavorably in the room as the glass is not up to the ceiling.","","Besonders gut hat uns gefallen, dass das Hotel relativ zentral ist. Die S-Bahn ist nur eine Straße weiter und von dort kann man bis zum Alexanderplatz durchfahren.","Vom Frühstück hätten wir für 10,- € mehr erwartet. Unglücklich ist auch die Einrichtung hinsichtlich Badezimmer. Nur nur eine Milchglasscheibe vom Zimmer getrennt, die Badezimmertür ist gleichzeitig die Duschtür und alles was auf der Toilette statt findet, hört man ungünstigerweise im Zimmer, da die Glasscheibe nicht deckenhoch ist.","",
"Anonymous","Russia","Family","5.4","Passable","9 October 2013","The hotel is really close to Koedam, central streets. Very nice Spanish restaurant right next to the entrance to the hotel. Cheap parking.","The hotel is not a 5-minute walk from Metrobius and practically on the subway line! Windows are located on the line, where from early morning until late evening trains go. Audibility of all that is happening is great! Bathrooms are either simple curtain or behind a glass door, and it's not as romantic as it may seem at first glance.Old building with one elevator rarity.","","Отель находится действительно близко от Кудам, центральных улиц. Очень хороший испанский ресторан прямо рядом со входом в отель. Дешевая парковка.","Отель находится не в 5 минутах ходьбы от метроб а практически на линии метро! Окна выходят на линию, где с самого утра и до позднего вечера ходят электрички. Слышимость всего происходящего отличная! Ванные комнаты находятся либо за простой занавеской либо за стеклянной дверью и это не так романтично как может показаться на первый взгляд. Старое здание с одним раритетным лифтом.","",
"Anonymous","Germany","Solo traveller","5.8","Okay","2 October 2013","2min to SBahnhof","Breakfast is extra, staff could be more friendly, elevator you had to use a different input.","","2Min zum SBahnhof","Frühstück kostet extra,Personal könnte freundlicher sein,Fahrstuhl mußte man einen anderen Eingang benutzen.","",
"Anonymous","Netherlands","Couple","8.3","Very good","25 September 2013","Location
Staff
Cheap Parking","S night last train / metro","","Ligging
Personeel
Goedkoop parkeren","S nacht last van de trein/ metro","",
"Anonymous","Germany","Solo traveller","8.3","Very good","25 September 2013","Clean and friendly. Price-performance ratio.","According since lying on the railway line.","","Sauber und freundlich. Preis-Leistung stimmt.","Laut, da an der Bahnlinie liegend.","",
"Anonymous","Germany","Couple","9.6","Exceptional","21 September 2013","We were already for the 2nd time there ... I think that says it all.
And we will be back ... it just like us!","","","Wir waren bereits zum 2ten Mal dort... ich denke, das sagt alles.
Und wir werden wiederkommen... uns hat es einfach gefallen!","","",
"Anonymous","Austria","Couple","9.2","Superb","17 September 2013","Great location!","","","Tolle Lage!","","",
"Anonymous","Denmark","Group of friends","4.6","Disappointing","17 September 2013","","Toilet / bath ratio
For close to train","","","Toilet/bad forhold
For tæt på tog","",
"Anonymous","Netherlands","Solo traveller","7.5","Good","14 September 2013","Clean
Easily accessible by car and S-bahn
Good price for room, breakfast and parking
Neat modern room
Nice shower
Well sorted breakfast","Noise from trains
Very small tv with annoying blinking light
No Dutch tv channels","","Schoon
Goed bereikbaar met auto en S-bahn
Goede prijs voor kamer, ontbijt en parkeer
Nette moderne kamer
Lekkere douche
Goed gesorteerd ontbijt","Geluid van treinen
Erg kleine tv met vervelend knipper lampje
Geen Nederlandse tv zenders","",
"Anonymous","Germany","Couple","9.2","Superb","13 September 2013","Overall very good for a short stay. Centrally located to public transport and restaurants.","","","Insgesamt für einen kurzen Aufenthalt sehr gut. Zentrale Lage zu den Öffis und Restaurants.","","",
"Anonymous","Germany","Solo traveller","9.6","Exceptional","11 September 2013","Great, nice renovated rooms, open bathroom with tub, all very clean, cosmetics in the bathroom","The pillows are too high and too hard, not suitable for sleeping.","","Tolle, schön renovierte Zimmer, offenes Bad mit Badewanne, alles sehr sauber, Kosmetikprodukte im Bad","Die Kopfkissen sind zu hoch und zu hart, nicht zum schlafen geeignet.","",
"Anonymous","Germany","Group of friends","8.3","Very good","10 September 2013","Rooms were nice","The signs for the parking lot was just confusing.","","Zimmer waren schön","Die Beschilderung für den Parkplatz war kurz verwirrend.","",
"Anonymous","Germany","Solo traveller","7.5","Good","10 September 2013","Clean, friendly","","","Sauber, freundlich","","",
"Anonymous","Germany","Solo traveller","10","Exceptional","9 September 2013","","Recommended would be WiFi in Room","","","empfehlenswert wäre WLAN auf dem Zimmer","",
"Anonymous","Austria","Group of friends","7.9","Good","7 September 2013","Buffet breakfast highly recommended !! (Large selection to quite a low price)
Easy to reach the city center by S-Bahn in a short time
beautiful design of room","","","Frühstücksbuffet sehr zu empfehlen!! (große Auswahl zu recht geringem Preis)
Stadtzentrum mit S-Bahn in kurzer Zeit leicht zu erreichen
schönes Design der Zimmer","","",
"Anonymous","Germany","Group of friends","6.7","Pleasant","28 August 2013","","When we have dinner yet set ourselves at the bar, no one has served us, although a few people were standing next to us fresh drinks in front of him. We were not asked if we want something, yet we were told the bar had closed. We were virtually ignored.
In addition, in our room the bathroom was equipped only with a non-final at the ceiling glass door. So if you are still not very long / know each other well, then you have to be & quot; big business & quot; before the other do.","","","Als wir uns abends noch an die Bar gesetzt haben, hat uns niemand bedient, obwohl ein paar Leute neben uns noch frische Getränke vor sich stehen hatten. Wir wurden weder gefragt ob wir etwas haben möchten, noch wurde uns gesagt die Bar hätte geschlossen. Wir wurden quasi ignoriert.
Zudem war in unserem Zimmer das Bad nur mit einer nicht zur Zimmerdecke abschließenden Glastür ausgestattet. Wenn man sich also noch nicht sonderlich lange/gut kennt, dann muss man sein "großes Geschäft" vor dem anderen verrichten.","",
"Anonymous","Germany","Group of friends","10","Exceptional","27 August 2013","completely satisfied","","","rundum zufrieden","","",
"Anonymous","Germany","Couple","4.6","Disappointing","25 August 2013","","wifi does not work !!!","","","wifi nicht funktioniert!!!","",
"Anonymous","Germany","Couple","6.7","Pleasant","20 August 2013","the central location with parking-angebot.klimaanlage. large zimmer..modern furnished.
very good & lt; breakfast with very friendly wait staff.
Good value for money.","something laut.bei open windows. A 2.Stuhl would certainly place. The carpet could use a little cleaning tolerated ..","","die zentrale Lage mit Parkplatz-angebot.klimaanlage . großes zimmer..modern eingerichtet.
sehr gutes <Frühstück mit sehr freundlichen Bedienungen.
Preis-Leistung gut.","etwas laut.bei geöffneten Fenstern. Ein 2.Stuhl hätte sicherlich noch Platz. Der Teppichboden könnte eine kleine Reinigung vertragen..","",
"Anonymous","Belgium","Couple","8.8","Fabulous","19 August 2013","Everything else :)","No wifi in rooms
Bathroom door leaves little privacy","","Tout le reste :)","Pas de wifi dans les chambres
Porte salle de bain laisse peu d'intimité","",
"Anonymous","Poland","Couple","7.1","Good","19 August 2013","","Inoperative elevator - on the 4th floor stairs ... confusion with the room - the staff completely lost its way and put someone to our room.","","","Niedziałająca winda - na 4 piętro schodami..., zamieszanie z pokojem - personel zupełnie się pogubił i wsadził kogoś do naszego pokoju.","",
"Anonymous","Belgium","Couple","8.8","Fabulous","13 August 2013","very good reception
friendly and correct staff
fine hotel quality / price","","","zeer goede ontvangst
vriendelijk en correct personeel 
prima hotel prijs/kwaliteit","","",
"Anonymous","Germany","Family","8.3","Very good","13 August 2013","Very clean, very close to S-Bahn station Savigny Platz, very many nice restaurants in the vicinity","Breakfast too expensive, so we have always had breakfast in cafes nearby.","","Sehr sauber, in unmittelbarer Nähe zum S-Bahnhof Savignyplatz, sehr viele schöne Restaurants in der Nähe","Frühstück zu teuer, daher haben wir immer in Cafes in der Nähe gefrühstückt.","",
"Anonymous","Finland","Solo traveller","7.5","Good","12 August 2013","Hotel good. Place a good area and close to all. Hotel clean and newly renovated. The staff tried to help, even if English is not always completely gone at all.","Yes it is next to the train rumbled, but get used to it, and no ear plugs needed (although you might want that book) ...","","Hotelli hyvä. Paikka hyvällä alueella ja kaikki lähellä. Hotelli siisti ja uusittu. Henkilökunta yritti auttaa, vaikka englanti ei aina täydellisesti sujunutkaan.","Kyllä se juna vieressä jyrisi, mutta siihen tottuu, eikä korvatulppia tarvittu (tosin kannattaa ehkä mukaan varata)...","",
"Anonymous","Israel","Couple","7.9","Good","22 April 2014","","","","","","",
"Anonymous","Poland","Couple","6.7","Pleasant","12 October 2014","","","","","","",
"Anonymous","Germany","Solo traveller","7.9","Good","10 October 2014","","","","","","",
"Anonymous","U.S.A.","Couple","9.2","Superb","9 October 2014","","","","","","",
"Anonymous","Germany","Couple","7.9","Good","8 October 2014","","","","","","",
"Anonymous","Belgium","Couple","7.1","Good","7 October 2014","","","","","","",
"Anonymous","Switzerland","Couple","7.1","Good","5 October 2014","","","","","","",
"Anonymous","Germany","Couple","7.5","Good","2 October 2014","","","","","","",
"Anonymous","Germany","Family","5.8","Okay","23 September 2014","","","","","","",
"Anonymous","Germany","Family","7.9","Good","23 September 2014","","","","","","",
